Player, Average Time to Encounter, Kills, Deaths, Current KD, Game RunTime
Capsule (5),3.820418,18,11,1,299.8131
Capsule (3),4.203499,7,15,0,299.8131
Capsule (4),0.0058568,11,15,0,299.8131
Capsule (7),0.0071339,14,9,1,299.8131
Capsule (1),1.749734,11,12,0,299.8131
Capsule,1.381682,20,9,2,299.8131
74


Capsule (2),1.460818,16,12,1,299.7691
Capsule (6),0.0164525,13,12,1,299.7691
Capsule (5),0.0051064,6,11,0,299.7691
Capsule (3),0.3545891,8,11,0,299.7691
Capsule (4),2.916969,15,16,0,299.7691
Capsule (7),0.4245266,14,9,1,299.7691
Capsule (1),0.2149373,13,14,0,299.7691
Capsule,1.837941,13,13,1,299.7691
75


Capsule (2),2.934028,12,14,0,299.9124
Capsule (6),0.2048962,10,13,0,299.9124
Capsule (5),5.219759,11,8,1,299.9124
Capsule (3),14.34529,7,20,0,299.9124
Capsule (4),5.324107,12,10,1,299.9124
Capsule (7),0.0050783,18,16,1,299.9124
Capsule (1),1.968999,16,11,1,299.9124
Capsule,2.877563,16,10,1,299.9124
76


Capsule (2),0.0062691,18,11,1,299.9301
Capsule (6),1.438014,15,12,1,299.9301
Capsule (5),0.0068273,6,15,0,299.9301
Capsule (3),1.024786,12,13,0,299.9301
Capsule (4),0.010232,10,13,0,299.9301
Capsule (7),1.710524,15,15,1,299.9301
Capsule (1),0.172961,13,11,1,299.9301
Capsule,5.752868,11,10,1,299.9301
77


Capsule (2),1.444153,9,11,0,299.8787
Capsule (6),1.434323,14,11,1,299.8787
Capsule (5),5.349025,5,12,0,299.8787
Capsule (3),4.678283,9,11,0,299.8787
Capsule (4),0.0082665,14,10,1,299.8787
Capsule (7),10.14311,13,8,1,299.8787
Capsule (1),0.0044946,15,12,1,299.8787
Capsule,0.006853,9,13,0,299.8787
78


Capsule (2),1.452398,3,19,0,299.6768
Capsule (6),0.0097134,19,14,1,299.6768
Capsule (5),0.0125544,10,11,0,299.6768
Capsule (3),3.286028,11,8,1,299.6768
Capsule (4),0.315694,10,9,1,299.6768
Capsule (7),10.46682,10,12,0,299.6768
Capsule (1),3.103744,12,13,0,299.6768
Capsule,6.415624,20,9,2,299.6768
79


Capsule (2),0.0098264,11,11,1,299.5901
Capsule (6),1.677137,8,12,0,299.5901
Capsule (5),0.0060484,7,14,0,299.5901
Capsule (3),0.0163071,15,10,1,299.5901
Capsule (4),3.538782,17,10,1,299.5901
Capsule (7),1.832048,15,10,1,299.5901
Capsule (1),0.2109748,7,12,0,299.5901
Capsule,1.27518,13,14,0,299.5901
80


Capsule (2),0.216415,8,9,0,299.9854
Capsule (6),0.0140632,12,12,1,299.9854
Capsule (5),2.713003,13,10,1,299.9854
Capsule (3),0.020282,11,6,1,299.9854
Capsule (4),0.0105638,12,10,1,299.9854
Capsule (7),0.0068567,17,9,1,299.9854
Capsule (1),6.44893,11,12,0,299.9854
Capsule,4.356899,4,20,0,299.9854
81


Capsule (2),0.0059283,12,9,1,299.9231
Capsule (6),3.065749,14,13,1,299.9231
Capsule (5),4.564866,3,8,0,299.9231
Capsule (3),0.0109858,7,12,0,299.9231
Capsule (4),1.368526,13,10,1,299.9231
Capsule (7),0.0064147,15,11,1,299.9231
Capsule (1),0.0072409,12,9,1,299.9231
Capsule,1.296993,10,14,0,299.9231
82


Capsule (2),0.017639,15,11,1,299.79
Capsule (6),1.960537,16,14,1,299.79
Capsule (5),4.843771,9,10,0,299.79
Capsule (3),4.034608,6,14,0,299.79
Capsule (4),1.816133,8,11,0,299.79
Capsule (7),0.7330043,19,13,1,299.79
Capsule (1),0.0072152,7,9,0,299.79
Capsule,0.0620494,14,12,1,299.79
83


Capsule (2),2.12253,12,15,0,299.3509
Capsule (6),1.405901,10,12,0,299.3509
Capsule (5),1.934794,13,13,1,299.3509
Capsule (3),0.0097393,13,10,1,299.3509
Capsule (4),0.2221075,6,12,0,299.3509
Capsule (7),0.0116714,12,10,1,299.3509
Capsule (1),2.37332,14,11,1,299.3509
Capsule,3.143956,14,11,1,299.3509
84


Capsule (2),0.0145712,12,13,0,299.8348
Capsule (6),0.0063632,8,13,0,299.8348
Capsule (5),0.0046894,13,15,0,299.8348
Capsule (3),2.206138,14,8,1,299.8348
Capsule (4),0.0104823,11,10,1,299.8348
Capsule (7),0.4152463,13,12,1,299.8348
Capsule (1),2.404389,14,10,1,299.8348
Capsule,6.258241,7,11,0,299.8348
85


Capsule (2),0.7320526,9,14,0,299.7615
Capsule (6),1.432502,6,10,0,299.7615
Capsule (5),1.11111,10,14,0,299.7615
Capsule (3),8.574648,15,12,1,299.7615
Capsule (4),2.196053,15,13,1,299.7615
Capsule (7),0.0058856,18,12,1,299.7615
Capsule (1),0.0053815,14,12,1,299.7615
Capsule,0.4387696,11,11,1,299.7615
86


Capsule (2),20.56456,19,7,2,299.9099
Capsule (6),0.015869,15,13,1,299.9099
Capsule (5),0.0063478,9,7,1,299.9099
Capsule (3),0.3933854,6,14,0,299.9099
Capsule (4),1.299727,14,12,1,299.9099
Capsule (7),2.359901,7,13,0,299.9099
Capsule (1),0.4148247,8,12,0,299.9099
Capsule,3.261444,10,10,1,299.9099
87


Capsule (2),0.0161382,11,12,0,299.6115
Capsule (6),2.089121,14,18,0,299.6115
Capsule (5),0.0060532,10,10,1,299.6115
Capsule (3),0.3905091,9,9,1,299.6115
Capsule (4),0.0073351,16,11,1,299.6115
Capsule (7),7.878887,16,10,1,299.6115
Capsule (1),3.370537,11,13,0,299.6115
Capsule,2.918546,11,15,0,299.6115
88


Capsule (2),0.4309828,14,7,2,299.8146
Capsule (6),3.467405,8,12,0,299.8146
Capsule (5),5.273612,12,13,0,299.8146
Capsule (3),0.010365,9,11,0,299.8146
Capsule (4),14.25775,11,12,0,299.8146
Capsule (7),8.736904,8,10,0,299.8146
Capsule (1),0.0112766,11,7,1,299.8146
Capsule,4.005379,14,15,0,299.8146
89


Capsule (2),0.0158158,17,12,1,299.7806
Capsule (6),1.03817,10,11,0,299.7806
Capsule (5),0.0042881,8,16,0,299.7806
Capsule (3),1.18946,8,11,0,299.7806
Capsule (4),12.20031,10,8,1,299.7806
Capsule (7),0.0044661,23,10,2,299.7806
Capsule (1),3.861292,5,13,0,299.7806
Capsule,1.850901,9,9,1,299.7806
90


Capsule (2),2.099557,9,15,0,299.8277
Capsule (6),0.2589927,11,8,1,299.8277
Capsule (5),0.6614318,12,7,1,299.8277
Capsule (3),0.0058894,11,13,0,299.8277
Capsule (4),1.242423,12,11,1,299.8277
Capsule (7),0.2667829,13,11,1,299.8277
Capsule (1),3.534931,8,11,0,299.8277
Capsule,1.397481,10,10,1,299.8277
91


Capsule (2),3.78669,6,10,0,299.8425
Capsule (6),9.210274,16,12,1,299.8425
Capsule (5),0.5249379,11,11,1,299.8425
Capsule (3),3.713518,11,12,0,299.8425
Capsule (4),0.0081114,12,8,1,299.8425
Capsule (7),1.533485,14,7,2,299.8425
Capsule (1),2.342592,6,11,0,299.8425
Capsule,2.697176,7,12,0,299.8425
92


Capsule (2),10.12554,11,11,1,299.6786
Capsule (6),1.854316,7,11,0,299.6786
Capsule (5),0.0074206,16,10,1,299.6786
Capsule (3),11.60612,12,13,0,299.6786
Capsule (4),0.2556639,11,16,0,299.6786
Capsule (7),0.0046999,11,15,0,299.6786
Capsule (1),5.01121,17,8,2,299.6786
Capsule,1.796101,10,11,0,299.6786
93


Capsule (2),2.145069,10,13,0,299.9301
Capsule (6),3.87375,11,12,0,299.9301
Capsule (5),0.0122294,9,10,0,299.9301
Capsule (3),1.556794,6,10,0,299.9301
Capsule (4),0.0095254,6,11,0,299.9301
Capsule (7),1.932521,11,9,1,299.9301
Capsule (1),2.721231,16,7,2,299.9301
Capsule,0.9678795,14,11,1,299.9301
94


Capsule (2),0.0048382,15,8,1,299.915
Capsule (6),1.227125,11,9,1,299.915
Capsule (5),2.775282,8,13,0,299.915
Capsule (3),5.031912,14,9,1,299.915
Capsule (4),1.83754,12,11,1,299.915
Capsule (7),5.250778,10,14,0,299.915
Capsule (1),3.935688,11,10,1,299.915
Capsule,0.0182767,6,13,0,299.915
95


Capsule (2),2.228324,6,9,0,299.8282
Capsule (6),0.0150576,10,10,1,299.8282
Capsule (5),1.456672,13,13,1,299.8282
Capsule (3),0.0051367,7,10,0,299.8282
Capsule (4),5.855895,22,10,2,299.8282
Capsule (7),1.609489,8,14,0,299.8282
Capsule (1),2.089406,13,12,1,299.8282
Capsule,1.539518,9,10,0,299.8282
96


Capsule (2),3.128601,10,13,0,299.6099
Capsule (6),0.0073356,14,12,1,299.6099
Capsule (5),3.902703,14,15,0,299.6099
Capsule (3),1.628002,13,11,1,299.6099
Capsule (4),1.68959,9,10,0,299.6099
Capsule (7),1.128083,17,14,1,299.6099
Capsule (1),0.0061363,6,12,0,299.6099
Capsule,0.0073566,17,13,1,299.6099
97


Capsule (2),1.391874,4,8,0,299.991
Capsule (6),0.0045909,8,14,0,299.991
Capsule (5),0.0049366,19,14,1,299.991
Capsule (3),0.0043506,14,9,1,299.991
Capsule (4),0.016466,20,9,2,299.991
Capsule (7),0.4978016,12,19,0,299.991
Capsule (1),0.4191017,10,10,1,299.991
Capsule,0.0170523,13,17,0,299.991
98


Capsule (2),2.80601,22,15,1,299.8792
Capsule (6),0.0071076,14,14,1,299.8792
Capsule (5),2.068274,8,15,0,299.8792
Capsule (3),2.258759,10,8,1,299.8792
Capsule (4),3.10508,14,9,1,299.8792
Capsule (7),3.030824,17,14,1,299.8792
Capsule (1),5.163514,6,13,0,299.8792
Capsule,1.034499,10,13,0,299.8792
99


Capsule (2),0.0075299,11,11,1,299.725
Capsule (6),0.0067467,9,14,0,299.725
Capsule (5),0.417073,19,10,1,299.725
Capsule (3),7.248446,17,12,1,299.725
Capsule (4),0.0068339,14,15,0,299.725
Capsule (7),3.588414,9,12,0,299.725
Capsule (1),4.772372,13,10,1,299.725
Capsule,2.767533,9,17,0,299.725
100
