Player, Average Time to Encounter, Kills, Deaths, Current KD, Game RunTime, Team
Capsule (1),0.9844849,16,18,0,167.6986,1
Capsule (5),0.0650301,20,14,1,167.6986,1
67


Capsule (2),2.36054,22,15,1,216.7431,0
Capsule (6),0.1304268,22,15,1,216.7431,0
Capsule,0.6565847,18,20,0,216.7431,0
Capsule (7),0.2006556,13,24,0,216.7431,0
Capsule (3),0.0525214,28,15,1,216.7431,1
Capsule (4),0.329123,13,19,0,216.7431,1
Capsule (1),0.6450397,14,20,0,216.7431,1
Capsule (5),3.347414,18,20,0,216.7431,1
68


Capsule (2),1.716653,19,22,0,198.1794,0
Capsule (6),0.0366139,25,15,1,198.1794,0
Capsule,0.1527007,18,14,1,198.1794,0
Capsule (7),0.133645,13,22,0,198.1794,0
Capsule (3),1.746444,17,20,0,198.1794,1
Capsule (4),0.3290703,24,18,1,198.1794,1
Capsule (1),0.2949139,17,19,0,198.1794,1
Capsule (5),0.2956046,13,16,0,198.1794,1
69


Capsule (2),0.0650928,27,13,2,189.7944,0
Capsule (6),0.2901819,14,18,0,189.7944,0
Capsule,2.207095,17,17,1,189.7944,0
Capsule (7),0.1373617,17,16,1,189.7944,0
Capsule (3),2.021008,21,18,1,189.7944,1
Capsule (4),0.0503312,13,15,0,189.7944,1
Capsule (1),0.0700851,11,18,0,189.7944,1
Capsule (5),0.9853455,10,15,0,189.7944,1
70


Capsule (2),0.2919014,18,13,1,188.8194,0
Capsule (6),0.0489826,19,23,0,188.8194,0
Capsule,0.6448378,16,14,1,188.8194,0
Capsule (7),0.0640038,6,20,0,188.8194,0
Capsule (3),1.706394,24,13,1,188.8194,1
Capsule (4),0.0837875,16,18,0,188.8194,1
Capsule (1),0.8530236,15,18,0,188.8194,1
Capsule (5),0.3122523,20,15,1,188.8194,1
71


Capsule (2),0.0652172,13,22,0,220.9826,0
Capsule (6),0.1363773,18,18,1,220.9826,0
Capsule,0.0981796,17,18,0,220.9826,0
Capsule (7),4.047531,26,15,1,220.9826,0
Capsule (3),0.0460198,16,20,0,220.9826,1
Capsule (4),3.345867,18,20,0,220.9826,1
Capsule (1),0.0660016,19,17,1,220.9826,1
Capsule (5),1.985931,22,19,1,220.9826,1
72


Capsule (2),2.587456,15,15,1,188.3624,0
Capsule (6),3.083721,9,18,0,188.3624,0
Capsule,0.198057,10,19,0,188.3624,0
Capsule (7),0.0648455,25,18,1,188.3624,0
Capsule (3),0.2921541,19,14,1,188.3624,1
Capsule (4),1.347082,13,17,0,188.3624,1
Capsule (1),0.1043866,21,16,1,188.3624,1
Capsule (5),1.636024,22,17,1,188.3624,1
73


Capsule (2),4.174939,20,19,1,193.5162,0
Capsule (6),2.255218,24,17,1,193.5162,0
Capsule,0.3485674,12,16,0,193.5162,0
Capsule (7),0.3327134,19,21,0,193.5162,0
Capsule (3),2.917427,16,18,0,193.5162,1
Capsule (4),1.909668,11,13,0,193.5162,1
Capsule (1),1.480909,21,16,1,193.5162,1
Capsule (5),2.163839,11,14,0,193.5162,1
74


Capsule (2),0.7825682,23,13,1,228.977,0
Capsule (6),1.667463,19,15,1,228.977,0
Capsule,0.8539692,14,22,0,228.977,0
Capsule (7),0.5459724,12,21,0,228.977,0
Capsule (3),0.0643985,23,16,1,228.977,1
Capsule (4),1.257307,18,18,1,228.977,1
Capsule (1),0.0662639,13,23,0,228.977,1
Capsule (5),2.629202,21,15,1,228.977,1
75


Capsule (2),1.900913,10,16,0,199.4751,0
Capsule (6),0.8192363,23,15,1,199.4751,0
Capsule,0.1293146,17,19,0,199.4751,0
Capsule (7),0.0657159,17,17,1,199.4751,0
Capsule (3),0.5567937,15,23,0,199.4751,1
Capsule (4),0.7537715,24,15,1,199.4751,1
Capsule (1),6.112105,19,21,0,199.4751,1
Capsule (5),7.678613,17,16,1,199.4751,1
76


Capsule (2),0.0030047,16,22,0,197.399,0
Capsule (6),2.561736,25,17,1,197.399,0
Capsule,0.0299901,17,15,1,197.399,0
Capsule (7),0.7688662,17,23,0,197.399,0
Capsule (3),0.8711519,19,17,1,197.399,1
Capsule (4),0.016883,15,21,0,197.399,1
Capsule (1),0.4096756,14,18,0,197.399,1
Capsule (5),3.031643,26,16,1,197.399,1
77


Capsule (2),0.0186623,10,20,0,174.1746,0
Capsule (6),0.2195575,25,12,2,174.1746,0
Capsule,0.0046926,20,16,1,174.1746,0
Capsule (7),0.0031463,10,26,0,174.1746,0
Capsule (3),0.0051135,15,20,0,174.1746,1
Capsule (4),5.19762,29,13,2,174.1746,1
Capsule (1),3.291636,16,15,1,174.1746,1
Capsule (5),0.1088699,15,18,0,174.1746,1
78


Capsule (2),0.1535541,16,26,0,187.357,0
Capsule (6),4.151905,23,10,2,187.357,0
Capsule,4.495626,15,22,0,187.357,0
Capsule (7),1.556483,21,16,1,187.357,0
Capsule (3),0.0121723,14,14,1,187.357,1
Capsule (4),1.056714,15,19,0,187.357,1
Capsule (1),0.8938942,20,15,1,187.357,1
Capsule (5),1.443928,17,19,0,187.357,1
79


Capsule (2),1.982489,11,15,0,155.032,0
Capsule (6),0.9095312,23,15,1,155.032,0
Capsule,0.056076,23,13,1,155.032,0
Capsule (7),2.781542,18,17,1,155.032,0
Capsule (3),1.974196,11,18,0,155.032,1
Capsule (4),2.895133,14,15,0,155.032,1
Capsule (1),0.0124271,14,18,0,155.032,1
Capsule (5),1.55503,15,18,0,155.032,1
80


Capsule (2),0.006477,23,15,1,190.9921,0
Capsule (6),0.0360914,17,16,1,190.9921,0
Capsule,0.4172457,11,20,0,190.9921,0
Capsule (7),0.0271246,18,23,0,190.9921,0
Capsule (3),1.35672,18,18,1,190.9921,1
Capsule (4),0.6072598,16,17,0,190.9921,1
Capsule (1),0.2115525,18,17,1,190.9921,1
Capsule (5),2.169021,23,18,1,190.9921,1
81


Capsule (2),3.373655,17,14,1,205.3686,0
Capsule (6),0.1703678,19,20,0,205.3686,0
Capsule,2.353141,19,20,0,205.3686,0
Capsule (7),0.820242,20,18,1,205.3686,0
Capsule (3),0.6172792,25,13,1,205.3686,1
Capsule (4),1.119766,8,28,0,205.3686,1
Capsule (1),1.571479,32,12,2,205.3686,1
Capsule (5),0.009869,8,23,0,205.3686,1
82


Capsule (2),1.902832,19,17,1,168.3465,0
Capsule (6),0.0049934,6,17,0,168.3465,0
Capsule,0.027682,7,19,0,168.3465,0
Capsule (7),0.017887,10,23,0,168.3465,0
Capsule (3),0.2431575,18,10,1,168.3465,1
Capsule (4),4.26037,17,8,2,168.3465,1
Capsule (1),2.773477,21,9,2,168.3465,1
Capsule (5),0.1327691,19,14,1,168.3465,1
83


Capsule (2),0.0196112,18,20,0,169.8305,0
Capsule (6),0.0207606,13,19,0,169.8305,0
Capsule,0.0112197,6,17,0,169.8305,0
Capsule (7),0.0057988,11,19,0,169.8305,0
Capsule (3),2.374687,24,15,1,169.8305,1
Capsule (4),0.0093064,18,8,2,169.8305,1
Capsule (1),0.020789,15,11,1,169.8305,1
Capsule (5),2.834224,18,14,1,169.8305,1
84


Capsule (2),0.0437651,15,23,0,245.919,0
Capsule (6),0.6317156,21,18,1,245.919,0
Capsule,2.101073,20,21,0,245.919,0
Capsule (7),5.500741,17,17,1,245.919,0
Capsule (3),0.0034245,18,22,0,245.919,1
Capsule (4),0.6412578,23,17,1,245.919,1
Capsule (1),0.5731825,26,15,1,245.919,1
Capsule (5),0.1487071,8,15,0,245.919,1
85


Capsule (2),0.2289114,19,13,1,224.819,0
Capsule (6),0.3318579,13,18,0,224.819,0
Capsule,1.289499,11,17,0,224.819,0
Capsule (7),2.991664,22,18,1,224.819,0
Capsule (3),0.2431058,12,20,0,224.819,1
Capsule (4),1.357826,22,13,1,224.819,1
Capsule (1),0.5859261,22,19,1,224.819,1
Capsule (5),1.066166,19,22,0,224.819,1
86


Capsule (2),0.5258352,10,21,0,240.9012,0
Capsule (6),0.1137584,13,15,0,240.9012,0
Capsule,3.442789,18,19,0,240.9012,0
Capsule (7),0.2476504,19,14,1,240.9012,0
Capsule (3),0.0975029,13,20,0,240.9012,1
Capsule (4),0.2501897,20,13,1,240.9012,1
Capsule (1),0.2767753,28,13,2,240.9012,1
Capsule (5),0.7682727,14,20,0,240.9012,1
87


Capsule (2),0.248417,20,12,1,173.5666,0
Capsule (6),2.883833,23,17,1,173.5666,0
Capsule,0.1118671,14,19,0,173.5666,0
Capsule (7),1.20296,18,16,1,173.5666,0
Capsule (3),1.35502,12,14,0,173.5666,1
Capsule (4),0.1118671,9,16,0,173.5666,1
Capsule (1),2.310979,16,14,1,173.5666,1
Capsule (5),1.185911,13,17,0,173.5666,1
88


Capsule (2),0.616502,16,17,0,169.9223,0
Capsule (6),0.1549353,12,18,0,169.9223,0
Capsule,0.0041686,17,12,1,169.9223,0
Capsule (7),0.0089043,20,21,0,169.9223,0
Capsule (3),0.9978566,21,15,1,169.9223,1
Capsule (4),0.0044199,21,16,1,169.9223,1
Capsule (1),0.1677991,13,24,0,169.9223,1
Capsule (5),0.209887,20,17,1,169.9223,1
89


Capsule (2),0.0032194,26,12,2,200.313,0
Capsule (6),3.284487,14,17,0,200.313,0
Capsule,0.0215454,15,19,0,200.313,0
Capsule (7),0.2209568,16,20,0,200.313,0
Capsule (3),0.0041364,14,16,0,200.313,1
Capsule (4),0.0839215,17,18,0,200.313,1
Capsule (1),0.1154708,28,16,1,200.313,1
Capsule (5),0.0042678,16,28,0,200.313,1
90


Capsule (2),0.0039312,22,13,1,187.3549,0
Capsule (6),3.68597,21,16,1,187.3549,0
Capsule,3.432059,13,20,0,187.3549,0
Capsule (7),1.718037,19,15,1,187.3549,0
Capsule (3),1.627027,26,18,1,187.3549,1
Capsule (4),0.1286301,18,15,1,187.3549,1
Capsule (1),3.647095,11,26,0,187.3549,1
Capsule (5),0.7021441,11,18,0,187.3549,1
91


Capsule (2),0.328591,18,13,1,186.5543,0
Capsule (6),0.0036054,16,17,0,186.5543,0
Capsule,0.0154638,15,19,0,186.5543,0
Capsule (7),0.0168684,26,13,2,186.5543,0
Capsule (3),0.6161995,17,19,0,186.5543,1
Capsule (4),0.2143808,12,17,0,186.5543,1
Capsule (1),0.2162529,17,17,1,186.5543,1
Capsule (5),0.0046742,14,20,0,186.5543,1
92


Capsule (2),0.0039202,15,19,0,191.3219,0
Capsule (6),1.192436,19,16,1,191.3219,0
Capsule,1.879219,20,15,1,191.3219,0
Capsule (7),0.005094,16,15,1,191.3219,0
Capsule (3),0.2896813,20,17,1,191.3219,1
Capsule (4),0.0040626,29,15,1,191.3219,1
Capsule (1),0.7577457,11,25,0,191.3219,1
Capsule (5),0.0034005,15,23,0,191.3219,1
93


Capsule (2),0.0041615,23,13,1,183.9254,0
Capsule (6),0.0043667,14,18,0,183.9254,0
Capsule,0.0155506,14,18,0,183.9254,0
Capsule (7),0.0194858,24,19,1,183.9254,0
Capsule (3),4.591377,24,15,1,183.9254,1
Capsule (4),0.0085087,19,17,1,183.9254,1
Capsule (1),3.210681,16,25,0,183.9254,1
Capsule (5),0.0032651,8,17,0,183.9254,1
94


Capsule (2),0.8198552,15,22,0,185.2363,0
Capsule (6),1.282852,15,15,1,185.2363,0
Capsule,0.6017759,17,13,1,185.2363,0
Capsule (7),0.0198142,19,16,1,185.2363,0
Capsule (3),0.8185616,23,21,1,185.2363,1
Capsule (4),0.0045624,18,21,0,185.2363,1
Capsule (1),0.1444992,12,21,0,185.2363,1
Capsule (5),1.670144,22,12,1,185.2363,1
95


Capsule (2),2.740731,8,17,0,168.5389,0
Capsule (6),1.572153,12,16,0,168.5389,0
Capsule,0.806484,25,20,1,168.5389,0
Capsule (7),1.832606,12,15,0,168.5389,0
Capsule (3),0.216426,11,19,0,168.5389,1
Capsule (4),0.819206,21,13,1,168.5389,1
Capsule (1),2.037085,24,17,1,168.5389,1
Capsule (5),0.0082983,19,15,1,168.5389,1
96


Capsule (2),0.0167256,14,16,0,189.4876,0
Capsule (6),0.1244402,14,20,0,189.4876,0
Capsule,3.499141,13,16,0,189.4876,0
Capsule (7),0.019597,18,16,1,189.4876,0
Capsule (3),1.037336,22,17,1,189.4876,1
Capsule (4),0.4614924,15,17,0,189.4876,1
Capsule (1),0.0056846,18,14,1,189.4876,1
Capsule (5),0.003373,20,18,1,189.4876,1
97


Capsule (2),0.002951,15,12,1,158.9257,0
Capsule (6),2.033292,15,15,1,158.9257,0
Capsule,0.038455,22,14,1,158.9257,0
Capsule (7),0.5083739,23,15,1,158.9257,0
Capsule (3),1.878139,12,19,0,158.9257,1
Capsule (4),1.702302,14,16,0,158.9257,1
Capsule (1),0.1998295,10,19,0,158.9257,1
Capsule (5),0.008861,14,15,0,158.9257,1
98


Capsule (2),0.0031522,19,14,1,177.8235,0
Capsule (6),2.183845,21,20,1,177.8235,0
Capsule,0.0103576,14,23,0,177.8235,0
Capsule (7),2.036371,12,17,0,177.8235,0
Capsule (3),0.3035105,20,21,0,177.8235,1
Capsule (4),2.935253,17,12,1,177.8235,1
Capsule (1),0.0045767,17,16,1,177.8235,1
Capsule (5),0.0037643,21,18,1,177.8235,1
99


Capsule (2),2.154978,15,21,0,196.964,0
Capsule (6),1.297568,27,14,1,196.964,0
Capsule,0.019338,15,13,1,196.964,0
Capsule (7),0.0034114,14,23,0,196.964,0
Capsule (3),0.2156329,17,18,0,196.964,1
Capsule (4),0.1589832,19,18,1,196.964,1
Capsule (1),0.0033085,19,19,1,196.964,1
Capsule (5),0.0039093,20,20,1,196.964,1
100
