Player, Average Time to Encounter, Kills, Deaths, Current KD, Game RunTime, Team
Capsule (1),0.0627952,11,19,0,192.437,0
Capsule (2),2.146066,18,16,1,192.437,0
Capsule (5),0.0038088,25,12,2,192.437,1
Capsule (6),0.7051161,23,17,1,192.437,1
Capsule,0.214696,16,18,0,192.437,1
Capsule (4),0.1004326,11,20,0,192.437,1
67


Capsule (7),0.0034941,13,15,0,181.3128,0
Capsule (3),2.193364,20,24,0,181.3128,0
Capsule (1),1.060043,20,10,2,181.3128,0
Capsule (2),2.28211,18,17,1,181.3128,0
Capsule (5),0.6160284,16,20,0,181.3128,1
Capsule (6),1.353838,19,23,0,181.3128,1
Capsule,0.2982811,17,19,0,181.3128,1
Capsule (4),0.2799873,23,18,1,181.3128,1
68


Capsule (7),0.09078851,22,17,1,186.2511,0
Capsule (3),0.0304624,11,19,0,186.2511,0
Capsule (1),0.2156313,12,14,0,186.2511,0
Capsule (2),0.8243068,17,10,1,186.2511,0
Capsule (5),0.0077011,24,10,2,186.2511,1
Capsule (6),2.072049,16,24,0,186.2511,1
Capsule,0.4196348,20,23,0,186.2511,1
Capsule (4),5.473773,15,20,0,186.2511,1
69


Capsule (7),0.2237524,18,17,1,192.2129,0
Capsule (3),0.1582495,16,29,0,192.2129,0
Capsule (1),0.0082231,21,21,1,192.2129,0
Capsule (2),0.07641169,20,21,0,192.2129,0
Capsule (5),0.735626,26,13,2,192.2129,1
Capsule (6),0.2092113,13,15,0,192.2129,1
Capsule,0.0088151,19,17,1,192.2129,1
Capsule (4),3.006481,16,16,1,192.2129,1
70


Capsule (7),0.1944712,22,14,1,175.1815,0
Capsule (3),0.0179192,19,17,1,175.1815,0
Capsule (1),4.070254,14,14,1,175.1815,0
Capsule (2),1.426,20,23,0,175.1815,0
Capsule (5),0.1885426,16,21,0,175.1815,1
Capsule (6),0.0024634,21,17,1,175.1815,1
Capsule,0.0019257,14,22,0,175.1815,1
Capsule (4),0.0025143,19,17,1,175.1815,1
71


Capsule (7),0.0092742,13,15,0,201.9384,0
Capsule (3),2.571709,17,20,0,201.9384,0
Capsule (1),0.894116,21,20,1,201.9384,0
Capsule (2),0.0081595,24,15,1,201.9384,0
Capsule (5),1.894605,22,17,1,201.9384,1
Capsule (6),0.0022515,17,18,0,201.9384,1
Capsule,3.835319,12,20,0,201.9384,1
Capsule (4),0.0106998,16,17,0,201.9384,1
72


Capsule (7),0.9529176,12,19,0,188.224,0
Capsule (3),0.0192386,21,16,1,188.224,0
Capsule (1),2.062271,22,12,1,188.224,0
Capsule (2),0.2051906,18,19,0,188.224,0
Capsule (5),0.1850524,12,29,0,188.224,1
Capsule (6),1.428332,26,19,1,188.224,1
Capsule,0.4099029,10,18,0,188.224,1
Capsule (4),0.0115405,27,16,1,188.224,1
73


Capsule (7),0.3172528,18,20,0,190.1361,0
Capsule (3),3.858172,16,13,1,190.1361,0
Capsule (1),0.0189468,17,15,1,190.1361,0
Capsule (2),1.776503,19,25,0,190.1361,0
Capsule (5),0.6262656,17,20,0,190.1361,1
Capsule (6),0.0038941,21,21,1,190.1361,1
Capsule,0.2091001,16,14,1,190.1361,1
Capsule (4),0.0176771,21,17,1,190.1361,1
74


Capsule (7),3.413932,17,21,0,193.3152,0
Capsule (3),0.0022851,22,17,1,193.3152,0
Capsule (1),0.1393148,20,17,1,193.3152,0
Capsule (2),0.018868,16,16,1,193.3152,0
Capsule (5),0.0038458,19,17,1,193.3152,1
Capsule (6),0.6201554,19,21,0,193.3152,1
Capsule,0.4163935,19,17,1,193.3152,1
Capsule (4),0.08592441,15,21,0,193.3152,1
75


Capsule (7),0.07975979,22,23,0,191.4801,0
Capsule (3),2.328508,19,19,1,191.4801,0
Capsule (1),0.021498,13,19,0,191.4801,0
Capsule (2),0.0795603,18,19,0,191.4801,0
Capsule (5),1.426079,22,16,1,191.4801,1
Capsule (6),2.953779,20,21,0,191.4801,1
Capsule,0.6327851,19,15,1,191.4801,1
Capsule (4),4.84471,14,15,0,191.4801,1
76


Capsule (7),2.350695,32,16,2,201.5398,0
Capsule (3),0.0026927,14,18,0,201.5398,0
Capsule (1),0.0051313,14,21,0,201.5398,0
Capsule (2),0.0060011,15,17,0,201.5398,0
Capsule (5),0.0169848,12,25,0,201.5398,1
Capsule (6),0.3369415,22,17,1,201.5398,1
Capsule,0.0031133,23,13,1,201.5398,1
Capsule (4),0.8167399,10,15,0,201.5398,1
77


Capsule (7),0.212841,13,20,0,189.4262,0
Capsule (3),2.216105,16,16,1,189.4262,0
Capsule (1),1.011683,27,13,2,189.4262,0
Capsule (2),0.003704,19,14,1,189.4262,0
Capsule (5),0.062216,18,22,0,189.4262,1
Capsule (6),3.144995,21,25,0,189.4262,1
Capsule,0.6292042,18,16,1,189.4262,1
Capsule (4),13.10289,15,21,0,189.4262,1
78


Capsule (7),0.7360841,22,14,1,209.1364,0
Capsule (3),2.600218,22,18,1,209.1364,0
Capsule (1),1.086388,11,18,0,209.1364,0
Capsule (2),0.0072468,18,24,0,209.1364,0
Capsule (5),0.1382368,20,17,1,209.1364,1
Capsule (6),0.0107117,25,22,1,209.1364,1
Capsule,1.217772,15,21,0,209.1364,1
Capsule (4),0.8248444,15,14,1,209.1364,1
79


Capsule (7),0.017345,25,15,1,196.0798,0
Capsule (3),0.1435929,20,24,0,196.0798,0
Capsule (1),0.026927,13,14,0,196.0798,0
Capsule (2),0.1434715,12,20,0,196.0798,0
Capsule (5),0.0161394,12,16,0,196.0798,1
Capsule (6),2.259179,26,16,1,196.0798,1
Capsule,0.0028625,17,21,0,196.0798,1
Capsule (4),0.8755571,20,19,1,196.0798,1
80


Capsule (7),0.0040613,14,20,0,152.51,0
Capsule (3),0.0848131,7,15,0,152.51,0
Capsule (1),5.174517,11,15,0,152.51,0
Capsule (2),1.525154,13,15,0,152.51,0
Capsule (5),1.210535,14,16,0,152.51,1
Capsule (6),0.5795788,10,12,0,152.51,1
Capsule,1.405588,25,10,2,152.51,1
Capsule (4),3.10024,26,17,1,152.51,1
81


Capsule (7),0.1538418,23,18,1,198.0064,0
Capsule (3),0.0149816,15,21,0,198.0064,0
Capsule (1),1.673882,18,19,0,198.0064,0
Capsule (2),0.0151234,17,20,0,198.0064,0
Capsule (5),2.831608,15,18,0,198.0064,1
Capsule (6),2.230458,21,20,1,198.0064,1
Capsule,0.006904,23,16,1,198.0064,1
Capsule (4),0.0021466,16,16,1,198.0064,1
82


Capsule (7),1.893678,21,20,1,162.7291,0
Capsule (3),0.7921979,19,12,1,162.7291,0
Capsule (1),0.0024076,14,15,0,162.7291,0
Capsule (2),3.106526,21,14,1,162.7291,0
Capsule (5),0.0099084,13,20,0,162.7291,1
Capsule (6),0.4082584,10,19,0,162.7291,1
Capsule,0.0087248,16,15,1,162.7291,1
Capsule (4),1.499641,16,15,1,162.7291,1
83


Capsule (7),0.0021996,16,18,0,210.8518,0
Capsule (3),1.162544,17,19,0,210.8518,0
Capsule (1),2.438332,25,13,1,210.8518,0
Capsule (2),0.0166252,17,21,0,210.8518,0
Capsule (5),0.0125221,21,14,1,210.8518,1
Capsule (6),0.0035534,17,18,0,210.8518,1
Capsule,0.0318206,13,17,0,210.8518,1
Capsule (4),1.822927,13,19,0,210.8518,1
84


Capsule (7),0.0172476,19,17,1,178.8195,0
Capsule (3),0.0083854,15,19,0,178.8195,0
Capsule (1),0.3163657,22,16,1,178.8195,0
Capsule (2),1.015516,10,18,0,178.8195,0
Capsule (5),0.0102348,32,12,2,178.8195,1
Capsule (6),2.901114,19,11,1,178.8195,1
Capsule,0.0081676,13,21,0,178.8195,1
Capsule (4),0.1135733,11,27,0,178.8195,1
85


Capsule (7),0.07783151,13,19,0,197.6074,0
Capsule (3),2.166919,22,17,1,197.6074,0
Capsule (1),0.002877,15,17,0,197.6074,0
Capsule (2),0.9941086,20,16,1,197.6074,0
Capsule (5),0.1173968,13,22,0,197.6074,1
Capsule (6),1.965204,25,16,1,197.6074,1
Capsule,0.1303524,18,15,1,197.6074,1
Capsule (4),0.0035019,19,23,0,197.6074,1
86


Capsule (7),0.002012,26,15,1,198.5127,0
Capsule (3),0.0022711,13,21,0,198.5127,0
Capsule (1),3.060795,18,14,1,198.5127,0
Capsule (2),0.0703305,11,18,0,198.5127,0
Capsule (5),2.523025,14,12,1,198.5127,1
Capsule (6),0.8139689,23,19,1,198.5127,1
Capsule,1.032796,21,22,0,198.5127,1
Capsule (4),1.65155,17,22,0,198.5127,1
87


Capsule (7),0.0030721,12,17,0,162.1681,0
Capsule (3),0.0038522,12,14,0,162.1681,0
Capsule (1),0.0021888,7,22,0,162.1681,0
Capsule (2),0.050635,11,14,0,162.1681,0
Capsule (5),0.0021721,17,11,1,162.1681,1
Capsule (6),0.0040575,17,14,1,162.1681,1
Capsule,2.44761,17,14,1,162.1681,1
Capsule (4),0.4146596,24,11,2,162.1681,1
88


Capsule (7),0.0040079,13,18,0,190.9441,0
Capsule (3),1.363966,23,13,1,190.9441,0
Capsule (1),0.0175042,17,19,0,190.9441,0
Capsule (2),2.961017,22,19,1,190.9441,0
Capsule (5),0.815809,12,21,0,190.9441,1
Capsule (6),0.7096764,9,19,0,190.9441,1
Capsule,0.1918291,19,13,1,190.9441,1
Capsule (4),1.730853,26,19,1,190.9441,1
89


Capsule (7),1.216319,14,16,0,173.1187,0
Capsule (3),0.0034065,21,13,1,173.1187,0
Capsule (1),0.0726524,21,14,1,173.1187,0
Capsule (2),0.2141961,19,14,1,173.1187,0
Capsule (5),0.0200676,11,21,0,173.1187,1
Capsule (6),0.00368,18,19,0,173.1187,1
Capsule,0.0044187,10,18,0,173.1187,1
Capsule (4),0.009868,17,16,1,173.1187,1
90


Capsule (7),0.0961917,18,14,1,205.7344,0
Capsule (3),2.024363,13,19,0,205.7344,0
Capsule (1),0.0037114,26,19,1,205.7344,0
Capsule (2),0.0035558,18,14,1,205.7344,0
Capsule (5),3.246852,27,18,1,205.7344,1
Capsule (6),2.540389,14,21,0,205.7344,1
Capsule,0.0084073,14,25,0,205.7344,1
Capsule (4),0.0101949,19,19,1,205.7344,1
91


Capsule (7),0.4181564,16,20,0,182.4033,0
Capsule (3),2.179343,25,16,1,182.4033,0
Capsule (1),2.815255,11,17,0,182.4033,0
Capsule (2),0.0222908,23,10,2,182.4033,0
Capsule (5),0.2276259,13,17,0,182.4033,1
Capsule (6),1.186676,11,16,0,182.4033,1
Capsule,1.223956,20,20,1,182.4033,1
Capsule (4),0.2120765,12,15,0,182.4033,1
92


Capsule (7),0.0043703,16,19,0,161.7115,0
Capsule (3),0.0215938,20,11,1,161.7115,0
Capsule (1),0.0032447,17,17,1,161.7115,0
Capsule (2),0.0104329,4,19,0,161.7115,0
Capsule (5),0.5125585,18,17,1,161.7115,1
Capsule (6),0.0047438,19,15,1,161.7115,1
Capsule,0.6110533,21,14,1,161.7115,1
Capsule (4),0.0095939,17,20,0,161.7115,1
93


Capsule (7),0.9230561,16,17,0,207.3091,0
Capsule (3),0.1626049,21,20,1,207.3091,0
Capsule (1),7.407718,17,19,0,207.3091,0
Capsule (2),1.713541,17,18,0,207.3091,0
Capsule (5),0.0046163,19,17,1,207.3091,1
Capsule (6),0.1606206,20,20,1,207.3091,1
Capsule,0.2128016,19,18,1,207.3091,1
Capsule (4),2.102291,17,17,1,207.3091,1
94


Capsule (7),0.6298787,20,21,0,194.1085,0
Capsule (3),0.0037367,20,16,1,194.1085,0
Capsule (1),0.1114806,21,16,1,194.1085,0
Capsule (2),0.0222434,14,24,0,194.1085,0
Capsule (5),0.0030713,15,17,0,194.1085,1
Capsule (6),3.060684,22,18,1,194.1085,1
Capsule,0.1503828,25,11,2,194.1085,1
Capsule (4),0.0060833,11,25,0,194.1085,1
95


Capsule (7),2.142398,13,16,0,170.6251,0
Capsule (3),0.003746,9,18,0,170.6251,0
Capsule (1),0.016517,21,18,1,170.6251,0
Capsule (2),0.2183959,18,20,0,170.6251,0
Capsule (5),0.9036048,18,20,0,170.6251,1
Capsule (6),1.73293,16,15,1,170.6251,1
Capsule,0.7729041,21,13,1,170.6251,1
Capsule (4),0.009157,20,16,1,170.6251,1
96


Capsule (7),0.0166742,17,17,1,181.5114,0
Capsule (3),0.2219817,27,9,3,181.5114,0
Capsule (1),0.0047787,7,14,0,181.5114,0
Capsule (2),0.2136182,24,11,2,181.5114,0
Capsule (5),0.0088952,10,21,0,181.5114,1
Capsule (6),1.074781,17,17,1,181.5114,1
Capsule,0.012919,12,20,0,181.5114,1
Capsule (4),0.0042467,15,20,0,181.5114,1
97


Capsule (7),0.0100212,17,20,0,205.8449,0
Capsule (3),0.204258,29,17,1,205.8449,0
Capsule (1),0.6504172,14,18,0,205.8449,0
Capsule (2),0.569105,15,20,0,205.8449,0
Capsule (5),1.226919,21,21,1,205.8449,1
Capsule (6),0.4171568,16,19,0,205.8449,1
Capsule,2.849105,16,17,0,205.8449,1
Capsule (4),0.0287733,19,15,1,205.8449,1
98


Capsule (7),0.194237,17,20,0,199.9753,0
Capsule (3),0.0049871,23,16,1,199.9753,0
Capsule (1),0.8152875,11,16,0,199.9753,0
Capsule (2),1.87836,20,20,1,199.9753,0
Capsule (5),0.3898867,20,16,1,199.9753,1
Capsule (6),0.0103563,16,24,0,199.9753,1
Capsule,0.0278038,16,20,0,199.9753,1
Capsule (4),0.1569599,23,14,1,199.9753,1
99


Capsule (7),0.0182998,20,16,1,185.7686,0
Capsule (3),0.9294677,16,16,1,185.7686,0
Capsule (1),0.0271129,25,12,2,185.7686,0
Capsule (2),3.230456,14,20,0,185.7686,0
Capsule (5),0.2130173,20,25,0,185.7686,1
Capsule (6),2.635053,15,15,1,185.7686,1
Capsule,2.466785,12,17,0,185.7686,1
Capsule (4),0.07841011,17,18,0,185.7686,1
100
