Player, Average Time to Encounter, Kills, Deaths, Current KD, Game RunTime
Capsule (4),3.422208,27,26,1,270.6273
Capsule (2),0.0051008,28,24,1,270.6273
Capsule (3),3.490421,23,29,0,270.6273
Capsule (1),0.0042146,35,28,1,270.6273
Capsule (5),0.0059869,22,25,0,270.6273
68,,,,,
,,,,,
,,,,,
Capsule (6),1.628726,25,17,1,254.9216
Capsule (7),0.0101148,24,21,1,254.9216
Capsule,0.2271596,17,31,0,254.9216
Capsule (4),1.340192,23,24,0,254.9216
Capsule (2),0.0080355,20,21,0,254.9216
Capsule (3),0.9448627,13,19,0,254.9216
Capsule (1),0.0576212,35,27,1,254.9216
Capsule (5),4.23667,24,21,1,254.9216
69,,,,,
,,,,,
,,,,,
Capsule (6),0.5428004,32,26,1,291.9946
Capsule (7),2.09927,29,23,1,291.9946
Capsule,1.065811,18,35,0,291.9946
Capsule (4),2.31726,35,29,1,291.9946
Capsule (2),3.515481,32,30,1,291.9946
Capsule (3),0.0076495,33,30,1,291.9946
Capsule (1),1.060329,29,26,1,291.9946
Capsule (5),0.0311307,22,31,0,291.9946
70,,,,,
,,,,,
,,,,,
Capsule (6),0.0263332,35,17,2,240.493
Capsule (7),0.0080717,24,31,0,240.493
Capsule,1.120722,12,24,0,240.493
Capsule (4),0.0187143,28,25,1,240.493
Capsule (2),4.320794,21,22,0,240.493
Capsule (3),0.5928718,30,26,1,240.493
Capsule (1),0.1329596,32,21,1,240.493
Capsule (5),0.0080482,18,34,0,240.493
71,,,,,
,,,,,
,,,,,
Capsule (6),0.2069858,22,24,0,257.2155
Capsule (7),5.560606,18,22,0,257.2155
Capsule,0.5046945,22,29,0,257.2155
Capsule (4),0.0135648,27,34,0,257.2155
Capsule (2),0.0107228,35,26,1,257.2155
Capsule (3),2.488538,28,18,1,257.2155
Capsule (1),1.883879,21,26,0,257.2155
Capsule (5),1.048606,30,24,1,257.2155
72,,,,,
,,,,,
,,,,,
Capsule (6),0.1693212,17,21,0,227.9218
Capsule (7),1.489045,18,20,0,227.9218
Capsule,0.2161442,20,17,1,227.9218
Capsule (4),0.0050012,35,17,2,227.9218
Capsule (2),0.0108864,18,22,0,227.9218
Capsule (3),0.0417764,18,22,0,227.9218
Capsule (1),0.0529584,12,22,0,227.9218
Capsule (5),1.105673,23,20,1,227.9218
73,,,,,
,,,,,
,,,,,
Capsule (6),0.0220608,20,25,0,262.1032
Capsule (7),3.489024,35,18,1,262.1032
Capsule,0.6362686,25,28,0,262.1032
Capsule (4),0.4241301,28,28,1,262.1032
Capsule (2),2.475859,26,19,1,262.1032
Capsule (3),0.2138925,25,34,0,262.1032
Capsule (1),0.9153735,29,32,0,262.1032
Capsule (5),0.0066331,26,30,0,262.1032
74,,,,,
,,,,,
,,,,,
Capsule (6),0.0349744,16,30,0,278.8736
Capsule (7),0.0061095,31,33,0,278.8736
Capsule,0.0099705,17,33,0,278.8736
Capsule (4),0.2565381,30,18,1,278.8736
Capsule (2),0.8006734,35,28,1,278.8736
Capsule (3),0.0079427,30,25,1,278.8736
Capsule (1),1.608896,28,33,0,278.8736
Capsule (5),1.888001,34,21,1,278.8736
75,,,,,
,,,,,
,,,,,
Capsule (6),0.0271504,34,26,1,276.5852
Capsule (7),2.149312,22,23,0,276.5852
Capsule,0.0062185,24,31,0,276.5852
Capsule (4),0.516398,28,26,1,276.5852
Capsule (2),0.0051734,35,35,1,276.5852
Capsule (3),1.23546,32,24,1,276.5852
Capsule (1),0.7804637,24,22,1,276.5852
Capsule (5),0.0787157,28,40,0,276.5852
76,,,,,
,,,,,
,,,,,
Capsule (6),0.009752,21,24,0,265.9228
Capsule (7),0.0380754,16,22,0,265.9228
Capsule,0.029394,25,26,0,265.9228
Capsule (4),0.6726572,24,26,0,265.9228
Capsule (2),2.908612,35,22,1,265.9228
Capsule (3),0.1443505,30,23,1,265.9228
Capsule (1),0.0141762,25,19,1,265.9228
Capsule (5),2.05766,15,29,0,265.9228
77,,,,,
,,,,,
,,,,,
Capsule (6),0.0089406,18,29,0,274.7169
Capsule (7),0.0088353,18,26,0,274.7169
Capsule,0.2084674,21,23,0,274.7169
Capsule (4),0.0065434,28,28,1,274.7169
Capsule (2),3.36955,15,26,0,274.7169
Capsule (3),1.974379,34,20,1,274.7169
Capsule (1),2.762639,35,27,1,274.7169
Capsule (5),0.8294119,34,24,1,274.7169
78,,,,,
,,,,,
,,,,,
Capsule (6),0.017111,35,16,2,253.1064
Capsule (7),0.2246526,21,22,0,253.1064
Capsule,0.0176324,24,31,0,253.1064
Capsule (4),0.0221194,9,26,0,253.1064
Capsule (2),0.8803307,24,23,1,253.1064
Capsule (3),2.041126,22,22,1,253.1064
Capsule (1),1.623454,19,26,0,253.1064
Capsule (5),4.072665,31,19,1,253.1064
79,,,,,
,,,,,
,,,,,
Capsule (6),2.691297,35,19,1,214.6185
Capsule (7),0.0086038,29,21,1,214.6185
Capsule,1.479207,18,31,0,214.6185
Capsule (4),0.0102203,21,22,0,214.6185
Capsule (2),1.768224,17,25,0,214.6185
Capsule (3),0.4328921,20,28,0,214.6185
Capsule (1),0.3526873,26,21,1,214.6185
Capsule (5),2.068545,18,17,1,214.6185
80,,,,,
,,,,,
,,,,,
Capsule (6),0.0054548,22,25,0,263.6022
Capsule (7),0.0232726,19,29,0,263.6022
Capsule,2.0395,24,20,1,263.6022
Capsule (4),1.719262,29,31,0,263.6022
Capsule (2),4.374313,24,25,0,263.6022
Capsule (3),5.495409,32,21,1,263.6022
Capsule (1),0.6099671,35,20,1,263.6022
Capsule (5),0.8332152,22,36,0,263.6022
81,,,,,
,,,,,
,,,,,
Capsule (6),0.0051402,35,20,1,212.2732
Capsule (7),0.0786632,25,17,1,212.2732
Capsule,0.0072138,25,25,1,212.2732
Capsule (4),0.013456,20,24,0,212.2732
Capsule (2),0.0127174,14,22,0,212.2732
Capsule (3),0.013501,14,26,0,212.2732
Capsule (1),0.14876,19,19,1,212.2732
Capsule (5),1.636344,21,20,1,212.2732
82,,,,,
,,,,,
,,,,,
Capsule (6),0.2811589,24,24,1,274.635
Capsule (7),1.019516,35,22,1,274.635
Capsule,0.0058292,27,25,1,274.635
Capsule (4),3.672685,22,24,0,274.635
Capsule (2),4.435915,26,25,1,274.635
Capsule (3),0.4645624,22,38,0,274.635
Capsule (1),0.8888696,33,19,1,274.635
Capsule (5),4.053658,23,35,0,274.635
83,,,,,
,,,,,
,,,,,
Capsule (6),1.469923,35,22,1,258.2159
Capsule (7),2.295042,14,29,0,258.2159
Capsule,0.1779705,23,25,0,258.2159
Capsule (4),0.0061357,27,22,1,258.2159
Capsule (2),0.0073249,19,32,0,258.2159
Capsule (3),0.6138476,28,27,1,258.2159
Capsule (1),0.2134815,27,24,1,258.2159
Capsule (5),1.427102,31,23,1,258.2159
84,,,,,
,,,,,
,,,,,
Capsule (6),0.641785,25,16,1,246.6102
Capsule (7),2.563731,19,27,0,246.6102
Capsule,0.1905434,23,29,0,246.6102
Capsule (4),2.320839,19,23,0,246.6102
Capsule (2),9.664776,26,15,1,246.6102
Capsule (3),0.0118276,35,26,1,246.6102
Capsule (1),2.724662,22,25,0,246.6102
Capsule (5),2.790364,12,20,0,246.6102
85,,,,,
,,,,,
,,,,,
Capsule (6),0.510721,30,22,1,272.4891
Capsule (7),0.0070819,17,26,0,272.4891
Capsule,0.6902554,34,24,1,272.4891
Capsule (4),0.003819,31,34,0,272.4891
Capsule (2),0.2140797,22,29,0,272.4891
Capsule (3),0.0059104,34,26,1,272.4891
Capsule (1),0.1387353,35,34,1,272.4891
Capsule (5),1.016619,23,31,0,272.4891
86,,,,,
,,,,,
,,,,,
Capsule (6),2.056692,27,26,1,283.8931
Capsule (7),0.0066288,27,34,0,283.8931
Capsule,0.4742194,35,27,1,283.8931
Capsule (4),0.0148285,34,23,1,283.8931
Capsule (2),0.0286306,15,24,0,283.8931
Capsule (3),0.0178548,31,20,1,283.8931
Capsule (1),0.0094745,20,32,0,283.8931
Capsule (5),3.293483,24,27,0,283.8931
87,,,,,
,,,,,
,,,,,
Capsule (6),0.0057285,26,29,0,281.1763
Capsule (7),1.851408,20,26,0,281.1763
Capsule,0.0231071,19,28,0,281.1763
Capsule (4),2.566992,32,19,1,281.1763
Capsule (2),1.255743,28,23,1,281.1763
Capsule (3),0.3485948,23,28,0,281.1763
Capsule (1),0.0074926,35,23,1,281.1763
Capsule (5),0.0131481,19,26,0,281.1763
88,,,,,
,,,,,
,,,,,
Capsule (6),1.641675,27,31,0,226.686
Capsule (7),0.09297059,35,20,1,226.686
Capsule,0.7084471,12,27,0,226.686
Capsule (4),0.0092763,18,22,0,226.686
Capsule (2),0.0057826,19,18,1,226.686
Capsule (3),2.066752,26,20,1,226.686
Capsule (1),0.8318922,20,20,1,226.686
Capsule (5),0.0096381,19,18,1,226.686
89,,,,,
,,,,,
,,,,,
Capsule (6),2.318193,29,25,1,238.4996
Capsule (7),0.8480126,23,26,0,238.4996
Capsule,0.1562102,20,22,0,238.4996
Capsule (4),2.088601,18,16,1,238.4996
Capsule (2),0.0120974,17,35,0,238.4996
Capsule (3),0.0128902,27,27,1,238.4996
Capsule (1),1.821802,35,19,1,238.4996
Capsule (5),1.663241,23,22,1,238.4996
90,,,,,
,,,,,
,,,,,
Capsule (6),0.008062,23,26,0,271.0498
Capsule (7),0.1907112,19,23,0,271.0498
Capsule,0.6262628,33,22,1,271.0498
Capsule (4),3.31653,25,23,1,271.0498
Capsule (2),0.5713625,35,25,1,271.0498
Capsule (3),1.145319,26,29,0,271.0498
Capsule (1),0.9290024,20,23,0,271.0498
Capsule (5),2.114331,22,32,0,271.0498
91,,,,,
,,,,,
,,,,,
Capsule (6),0.0050266,26,24,1,250.4763
Capsule (7),6.176376,16,21,0,250.4763
Capsule,0.2115597,16,25,0,250.4763
Capsule (4),0.012622,25,23,1,250.4763
Capsule (2),0.0123344,29,31,0,250.4763
Capsule (3),0.1831135,35,24,1,250.4763
Capsule (1),5.518123,23,19,1,250.4763
Capsule (5),0.1754807,19,22,0,250.4763
92,,,,,
,,,,,
,,,,,
Capsule (6),0.4514362,22,27,0,279.3787
Capsule (7),0.0231038,33,35,0,279.3787
Capsule,0.310257,31,25,1,279.3787
Capsule (4),0.990227,35,24,1,279.3787
Capsule (2),3.987815,29,30,0,279.3787
Capsule (3),3.086658,17,28,0,279.3787
Capsule (1),1.027902,25,25,1,279.3787
Capsule (5),0.2391826,31,29,1,279.3787
93,,,,,
,,,,,
,,,,,
Capsule (6),2.648321,26,23,1,270.5008
Capsule (7),3.660558,35,22,1,270.5008
Capsule,0.004245,26,27,0,270.5008
Capsule (4),0.0181306,17,28,0,270.5008
Capsule (2),0.8164123,29,26,1,270.5008
Capsule (3),1.431325,25,27,0,270.5008
Capsule (1),0.0087053,23,25,0,270.5008
Capsule (5),0.5166237,24,27,0,270.5008
94,,,,,
,,,,,
,,,,,
Capsule (6),1.567918,24,32,0,259.7806
Capsule (7),0.0042235,35,25,1,259.7806
Capsule,0.0253146,25,29,0,259.7806
Capsule (4),0.0039899,27,24,1,259.7806
Capsule (2),0.6003522,30,26,1,259.7806
Capsule (3),2.25482,15,23,0,259.7806
Capsule (1),1.441889,29,32,0,259.7806
Capsule (5),0.0100011,32,26,1,259.7806
95,,,,,
,,,,,
,,,,,
Capsule (6),0.0053221,32,25,1,281.2658
Capsule (7),0.6271047,31,28,1,281.2658
Capsule,1.049724,35,22,1,281.2658
Capsule (4),0.1600586,20,32,0,281.2658
Capsule (2),0.165071,22,33,0,281.2658
Capsule (3),0.0054677,17,28,0,281.2658
Capsule (1),0.0132661,24,26,0,281.2658
Capsule (5),0.2247685,34,21,1,281.2658
96,,,,,
,,,,,
,,,,,
Capsule (6),1.386779,34,25,1,267.5951
Capsule (7),1.129502,19,27,0,267.5951
Capsule,0.0046357,20,27,0,267.5951
Capsule (4),2.583941,28,25,1,267.5951
Capsule (2),2.055023,19,37,0,267.5951
Capsule (3),0.0051166,25,22,1,267.5951
Capsule (1),3.663309,35,22,1,267.5951
Capsule (5),0.0231503,29,24,1,267.5951
97,,,,,
,,,,,
,,,,,
Capsule (6),0.0048604,23,23,1,220.5994
Capsule (7),0.0209294,21,26,0,220.5994
Capsule,1.773159,28,24,1,220.5994
Capsule (4),0.08248171,18,21,0,220.5994
Capsule (2),1.871324,20,18,1,220.5994
Capsule (3),0.0207819,14,18,0,220.5994
Capsule (1),0.0093992,35,18,1,220.5994
Capsule (5),2.043009,12,23,0,220.5994
98,,,,,
,,,,,
,,,,,
Capsule (6),0.1045726,27,24,1,299.9372
Capsule (7),0.1057204,25,21,1,299.9372
Capsule,0.0135929,18,34,0,299.9372
Capsule (4),0.2300592,30,24,1,299.9372
Capsule (2),0.0145769,31,18,1,299.9372
Capsule (3),0.2236686,21,24,0,299.9372
Capsule (1),2.17153,21,31,0,299.9372
Capsule (5),1.034375,32,29,1,299.9372
99,,,,,
,,,,,
,,,,,
Capsule (6),0.0103587,31,18,1,258.1225
Capsule (7),0.0195119,18,27,0,258.1225
Capsule,0.03351,20,27,0,258.1225
Capsule (4),1.476188,24,27,0,258.1225
Capsule (2),2.216213,35,22,1,258.1225
Capsule (3),1.034211,21,29,0,258.1225
Capsule (1),0.0201362,23,27,0,258.1225
Capsule (5),0.2258019,28,23,1,258.1225
100,,,,,
